"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor"
20,17,1.50,0.50,0.10,0.90,7.00,17.00,1.17,1.71,0.85,8.82,0.29,-7.10,35.55
12,18,1.50,0.50,0.10,0.90,1.07,18.76,0.66,1.72,1.50,6.92,0.05,-5.19,45.99
13,18,1.50,0.50,0.10,0.90,1.76,18.69,0.72,1.72,1.38,7.22,0.08,-5.49,46.55
14,18,1.50,0.50,0.10,0.90,2.46,18.61,0.77,1.72,1.28,7.50,0.11,-5.77,46.67
15,18,1.50,0.50,0.10,0.90,3.15,18.53,0.83,1.72,1.20,7.75,0.14,-6.03,46.37
16,18,1.50,0.50,0.10,0.90,3.84,18.46,0.88,1.72,1.12,8.00,0.17,-6.27,45.90
17,18,1.50,0.50,0.10,0.90,4.53,18.38,0.94,1.72,1.05,8.22,0.19,-6.50,45.01
18,18,1.50,0.50,0.10,0.90,5.23,18.30,1.00,1.72,1.00,8.43,0.22,-6.71,43.84
19,18,1.50,0.50,0.10,0.90,5.92,18.23,1.05,1.72,0.94,8.63,0.24,-6.91,42.53
20,18,1.50,0.50,0.10,0.90,6.61,18.15,1.11,1.72,0.90,8.82,0.26,-7.10,40.96
13,19,1.50,0.50,0.10,0.90,1.38,19.84,0.68,1.72,1.46,7.22,0.06,-5.49,50.76
14,19,1.50,0.50,0.10,0.90,2.07,19.76,0.73,1.72,1.35,7.50,0.09,-5.77,51.12
15,19,1.50,0.50,0.10,0.90,2.76,19.69,0.78,1.72,1.26,7.75,0.12,-6.03,51.04
16,19,1.50,0.50,0.10,0.90,3.46,19.61,0.84,1.72,1.18,8.00,0.14,-6.27,50.71
17,19,1.50,0.50,0.10,0.90,4.15,19.53,0.89,1.72,1.11,8.22,0.17,-6.49,49.98
18,19,1.50,0.50,0.10,0.90,4.84,19.46,0.94,1.72,1.05,8.43,0.19,-6.71,49.05
19,19,1.50,0.50,0.10,0.90,5.53,19.38,1.00,1.72,1.00,8.63,0.22,-6.90,47.85
20,19,1.50,0.50,0.10,0.90,6.23,19.30,1.05,1.72,0.95,8.82,0.24,-7.09,46.39
13,20,1.50,0.50,0.10,0.90,1.00,21.00,0.65,1.73,1.53,7.22,0.04,-5.49,54.90
14,20,1.50,0.50,0.10,0.90,1.69,20.92,0.70,1.73,1.42,7.50,0.07,-5.76,55.47
15,20,1.50,0.50,0.10,0.90,2.38,20.84,0.75,1.73,1.33,7.75,0.10,-6.02,55.56
16,20,1.50,0.50,0.10,0.90,3.07,20.76,0.80,1.73,1.25,8.00,0.12,-6.26,55.45
17,20,1.50,0.50,0.10,0.90,3.76,20.69,0.85,1.73,1.17,8.22,0.15,-6.49,54.93
18,20,1.50,0.50,0.10,0.90,4.46,20.61,0.90,1.73,1.11,8.43,0.17,-6.70,54.10
19,20,1.50,0.50,0.10,0.90,5.15,20.53,0.95,1.73,1.05,8.63,0.20,-6.90,53.06
20,20,1.50,0.50,0.10,0.90,5.84,20.46,1.00,1.73,1.00,8.82,0.22,-7.09,51.82
11,11,2.00,0.50,0.10,0.90,2.28,10.85,1.00,1.67,1.00,7.33,0.17,-5.65,24.25
12,11,2.00,0.50,0.10,0.90,2.80,10.80,1.09,1.67,0.91,7.74,0.20,-6.06,24.28
13,11,2.00,0.50,0.10,0.90,3.31,10.74,1.18,1.67,0.84,8.12,0.23,-6.44,23.96
14,11,2.00,0.50,0.10,0.90,3.82,10.68,1.27,1.67,0.78,8.48,0.26,-6.80,23.35
15,11,2.00,0.50,0.10,0.90,4.34,10.62,1.36,1.67,0.73,8.82,0.29,-7.14,22.45
16,11,2.00,0.50,0.10,0.90,4.85,10.57,1.45,1.67,0.68,9.14,0.31,-7.46,21.36
17,11,2.00,0.50,0.10,0.90,5.37,10.51,1.54,1.67,0.64,9.44,0.33,-7.76,19.96
11,12,2.00,0.50,0.10,0.90,2.00,12.00,0.91,1.68,1.09,7.33,0.14,-5.64,28.25
12,12,2.00,0.50,0.10,0.90,2.51,11.94,1.00,1.68,1.00,7.74,0.17,-6.05,28.57
13,12,2.00,0.50,0.10,0.90,3.02,11.88,1.08,1.68,0.92,8.12,0.20,-6.43,28.52
14,12,2.00,0.50,0.10,0.90,3.54,11.82,1.16,1.68,0.85,8.48,0.23,-6.79,28.15
15,12,2.00,0.50,0.10,0.90,4.05,11.77,1.25,1.68,0.80,8.82,0.25,-7.13,27.56
16,12,2.00,0.50,0.10,0.90,4.57,11.71,1.33,1.68,0.75,9.14,0.28,-7.45,26.63
17,12,2.00,0.50,0.10,0.90,5.08,11.65,1.41,1.68,0.70,9.44,0.30,-7.75,25.49
18,12,2.00,0.50,0.10,0.90,5.60,11.60,1.50,1.68,0.66,9.72,0.32,-8.04,24.12
19,12,2.00,0.50,0.10,0.90,6.11,11.54,1.58,1.68,0.63,10.00,0.34,-8.31,22.58
11,13,2.00,0.50,0.10,0.90,1.71,13.14,0.84,1.69,1.18,7.33,0.11,-5.63,32.23
12,13,2.00,0.50,0.10,0.90,2.22,13.08,0.92,1.69,1.08,7.74,0.14,-6.04,32.85
13,13,2.00,0.50,0.10,0.90,2.74,13.02,1.00,1.69,1.00,8.12,0.17,-6.42,33.05
14,13,2.00,0.50,0.10,0.90,3.25,12.97,1.07,1.69,0.92,8.48,0.20,-6.78,32.99
15,13,2.00,0.50,0.10,0.90,3.77,12.91,1.15,1.69,0.86,8.82,0.22,-7.12,32.58
16,13,2.00,0.50,0.10,0.90,4.28,12.85,1.23,1.69,0.81,9.14,0.24,-7.44,31.92
17,13,2.00,0.50,0.10,0.90,4.80,12.80,1.30,1.69,0.76,9.44,0.27,-7.74,31.00
18,13,2.00,0.50,0.10,0.90,5.31,12.74,1.38,1.69,0.72,9.72,0.29,-8.03,29.83
19,13,2.00,0.50,0.10,0.90,5.82,12.68,1.46,1.69,0.68,10.00,0.31,-8.30,28.50
20,13,2.00,0.50,0.10,0.90,6.34,12.62,1.53,1.69,0.65,10.25,0.33,-8.56,26.87
11,14,2.00,0.50,0.10,0.90,1.42,14.28,0.78,1.70,1.27,7.33,0.09,-5.63,36.20
12,14,2.00,0.50,0.10,0.90,1.94,14.22,0.85,1.70,1.16,7.74,0.12,-6.03,37.08
13,14,2.00,0.50,0.10,0.90,2.45,14.17,0.92,1.70,1.07,8.12,0.14,-6.42,37.62
14,14,2.00,0.50,0.10,0.90,2.97,14.11,1.00,1.70,1.00,8.48,0.17,-6.78,37.76
15,14,2.00,0.50,0.10,0.90,3.48,14.05,1.07,1.70,0.93,8.82,0.19,-7.12,37.62
16,14,2.00,0.50,0.10,0.90,4.00,14.00,1.14,1.70,0.87,9.14,0.22,-7.44,37.20
17,14,2.00,0.50,0.10,0.90,4.51,13.94,1.21,1.70,0.82,9.44,0.24,-7.74,36.49
18,14,2.00,0.50,0.10,0.90,5.02,13.88,1.28,1.70,0.77,9.72,0.26,-8.02,35.52
19,14,2.00,0.50,0.10,0.90,5.54,13.82,1.35,1.70,0.73,10.00,0.28,-8.29,34.36
20,14,2.00,0.50,0.10,0.90,6.05,13.77,1.42,1.70,0.70,10.25,0.30,-8.55,33.00
11,15,2.00,0.50,0.10,0.90,1.14,15.42,0.73,1.70,1.36,7.33,0.06,-5.62,40.19
12,15,2.00,0.50,0.10,0.90,1.65,15.37,0.80,1.70,1.25,7.74,0.09,-6.03,41.43
13,15,2.00,0.50,0.10,0.90,2.17,15.31,0.86,1.70,1.15,8.12,0.12,-6.41,42.17
14,15,2.00,0.50,0.10,0.90,2.68,15.25,0.93,1.70,1.07,8.48,0.14,-6.77,42.61
15,15,2.00,0.50,0.10,0.90,3.20,15.20,1.00,1.70,1.00,8.82,0.17,-7.11,42.72
16,15,2.00,0.50,0.10,0.90,3.71,15.14,1.06,1.70,0.93,9.14,0.19,-7.43,42.51
17,15,2.00,0.50,0.10,0.90,4.22,15.08,1.13,1.70,0.88,9.44,0.21,-7.73,42.02
18,15,2.00,0.50,0.10,0.90,4.74,15.02,1.20,1.70,0.83,9.72,0.23,-8.02,41.22
19,15,2.00,0.50,0.10,0.90,5.25,14.97,1.26,1.70,0.78,10.00,0.25,-8.29,40.33
20,15,2.00,0.50,0.10,0.90,5.77,14.91,1.33,1.70,0.75,10.25,0.27,-8.54,39.07
12,16,2.00,0.50,0.10,0.90,1.37,16.51,0.75,1.71,1.33,7.74,0.07,-6.02,45.64
13,16,2.00,0.50,0.10,0.90,1.88,16.45,0.81,1.71,1.23,8.12,0.10,-6.41,46.69
14,16,2.00,0.50,0.10,0.90,2.40,16.40,0.87,1.71,1.14,8.48,0.12,-6.77,47.39
15,16,2.00,0.50,0.10,0.90,2.91,16.34,0.93,1.71,1.06,8.82,0.15,-7.10,47.74
16,16,2.00,0.50,0.10,0.90,3.42,16.28,1.00,1.71,1.00,9.14,0.17,-7.42,47.77
17,16,2.00,0.50,0.10,0.90,3.94,16.22,1.06,1.71,0.94,9.44,0.19,-7.73,47.46
18,16,2.00,0.50,0.10,0.90,4.45,16.17,1.12,1.71,0.88,9.72,0.21,-8.01,46.93
19,16,2.00,0.50,0.10,0.90,4.97,16.11,1.18,1.71,0.84,10.00,0.23,-8.28,46.17
20,16,2.00,0.50,0.10,0.90,5.48,16.05,1.25,1.71,0.80,10.25,0.25,-8.54,45.13
12,17,2.00,0.50,0.10,0.90,1.08,17.65,0.70,1.71,1.41,7.74,0.05,-6.02,49.95
13,17,2.00,0.50,0.10,0.90,1.60,17.60,0.76,1.71,1.30,8.12,0.08,-6.40,51.28
14,17,2.00,0.50,0.10,0.90,2.11,17.54,0.82,1.71,1.21,8.48,0.10,-6.76,52.23
15,17,2.00,0.50,0.10,0.90,2.62,17.48,0.88,1.71,1.13,8.82,0.13,-7.10,52.82
16,17,2.00,0.50,0.10,0.90,3.14,17.42,0.94,1.71,1.06,9.14,0.15,-7.42,53.05
17,17,2.00,0.50,0.10,0.90,3.65,17.37,1.00,1.71,1.00,9.44,0.17,-7.72,53.02
18,17,2.00,0.50,0.10,0.90,4.17,17.31,1.05,1.71,0.94,9.72,0.19,-8.01,52.62
19,17,2.00,0.50,0.10,0.90,4.68,17.25,1.11,1.71,0.89,10.00,0.21,-8.28,52.10
20,17,2.00,0.50,0.10,0.90,5.20,17.20,1.17,1.71,0.85,10.25,0.23,-8.53,51.24
13,18,2.00,0.50,0.10,0.90,1.31,18.74,0.72,1.72,1.38,8.12,0.06,-6.40,55.77
14,18,2.00,0.50,0.10,0.90,1.82,18.68,0.77,1.72,1.28,8.48,0.08,-6.76,56.98
15,18,2.00,0.50,0.10,0.90,2.34,18.62,0.83,1.72,1.20,8.82,0.11,-7.10,57.79
16,18,2.00,0.50,0.10,0.90,2.85,18.57,0.88,1.72,1.12,9.14,0.13,-7.41,58.32
17,18,2.00,0.50,0.10,0.90,3.37,18.51,0.94,1.72,1.05,9.44,0.15,-7.72,58.44
18,18,2.00,0.50,0.10,0.90,3.88,18.45,1.00,1.72,1.00,9.72,0.17,-8.00,58.28
19,18,2.00,0.50,0.10,0.90,4.40,18.40,1.05,1.72,0.94,10.00,0.19,-8.27,57.96
20,18,2.00,0.50,0.10,0.90,4.91,18.34,1.11,1.72,0.90,10.25,0.21,-8.53,57.27
13,19,2.00,0.50,0.10,0.90,1.02,19.88,0.68,1.72,1.46,8.12,0.04,-6.39,60.35
14,19,2.00,0.50,0.10,0.90,1.54,19.82,0.73,1.72,1.35,8.48,0.07,-6.75,61.78
15,19,2.00,0.50,0.10,0.90,2.05,19.77,0.78,1.72,1.26,8.82,0.09,-7.09,62.90
16,19,2.00,0.50,0.10,0.90,2.57,19.71,0.84,1.72,1.18,9.14,0.11,-7.41,63.58
17,19,2.00,0.50,0.10,0.90,3.08,19.65,0.89,1.72,1.11,9.44,0.13,-7.71,63.96
18,19,2.00,0.50,0.10,0.90,3.60,19.60,0.94,1.72,1.05,9.72,0.15,-8.00,64.00
19,19,2.00,0.50,0.10,0.90,4.11,19.54,1.00,1.72,1.00,10.00,0.17,-8.27,63.88
20,19,2.00,0.50,0.10,0.90,4.62,19.48,1.05,1.72,0.95,10.25,0.19,-8.52,63.37
14,20,2.00,0.50,0.10,0.90,1.25,20.97,0.70,1.73,1.42,8.48,0.05,-6.75,66.55
15,20,2.00,0.50,0.10,0.90,1.77,20.91,0.75,1.73,1.33,8.82,0.07,-7.09,67.85
16,20,2.00,0.50,0.10,0.90,2.28,20.85,0.80,1.73,1.25,9.14,0.09,-7.41,68.80
17,20,2.00,0.50,0.10,0.90,2.80,20.80,0.85,1.73,1.17,9.44,0.11,-7.71,69.39
18,20,2.00,0.50,0.10,0.90,3.31,20.74,0.90,1.73,1.11,9.72,0.13,-7.99,69.63
19,20,2.00,0.50,0.10,0.90,3.82,20.68,0.95,1.73,1.05,10.00,0.15,-8.26,69.71
20,20,2.00,0.50,0.10,0.90,4.34,20.62,1.00,1.73,1.00,10.25,0.17,-8.52,69.35
11,11,2.50,0.50,0.10,0.90,1.81,10.90,1.00,1.67,1.00,7.85,0.14,-6.17,28.08
12,11,2.50,0.50,0.10,0.90,2.22,10.86,1.09,1.67,0.91,8.33,0.16,-6.65,28.77
13,11,2.50,0.50,0.10,0.90,2.63,10.81,1.18,1.67,0.84,8.78,0.19,-7.10,29.07
14,11,2.50,0.50,0.10,0.90,3.04,10.77,1.27,1.67,0.78,9.21,0.22,-7.53,29.14
15,11,2.50,0.50,0.10,0.90,3.45,10.72,1.36,1.67,0.73,9.61,0.24,-7.93,28.86
16,11,2.50,0.50,0.10,0.90,3.86,10.68,1.45,1.67,0.68,10.00,0.26,-8.32,28.40
17,11,2.50,0.50,0.10,0.90,4.27,10.63,1.54,1.67,0.64,10.36,0.28,-8.68,27.63
18,11,2.50,0.50,0.10,0.90,4.68,10.59,1.63,1.67,0.61,10.71,0.30,-9.03,26.71
19,11,2.50,0.50,0.10,0.90,5.09,10.54,1.72,1.67,0.57,11.04,0.32,-9.36,25.53
20,11,2.50,0.50,0.10,0.90,5.50,10.50,1.81,1.67,0.55,11.36,0.34,-9.68,24.22
11,12,2.50,0.50,0.10,0.90,1.59,12.04,0.91,1.68,1.09,7.85,0.11,-6.16,32.23
12,12,2.50,0.50,0.10,0.90,2.00,12.00,1.00,1.68,1.00,8.33,0.14,-6.64,33.25
13,12,2.50,0.50,0.10,0.90,2.40,11.95,1.08,1.68,0.92,8.78,0.16,-7.09,33.90
14,12,2.50,0.50,0.10,0.90,2.81,11.90,1.16,1.68,0.85,9.21,0.19,-7.52,34.22
15,12,2.50,0.50,0.10,0.90,3.22,11.86,1.25,1.68,0.80,9.61,0.21,-7.92,34.25
16,12,2.50,0.50,0.10,0.90,3.63,11.81,1.33,1.68,0.75,10.00,0.23,-8.31,34.02
17,12,2.50,0.50,0.10,0.90,4.04,11.77,1.41,1.68,0.70,10.36,0.25,-8.67,33.54
18,12,2.50,0.50,0.10,0.90,4.45,11.72,1.50,1.68,0.66,10.71,0.27,-9.02,32.82
19,12,2.50,0.50,0.10,0.90,4.86,11.68,1.58,1.68,0.63,11.04,0.29,-9.35,31.91
20,12,2.50,0.50,0.10,0.90,5.27,11.63,1.66,1.68,0.60,11.36,0.31,-9.67,30.78
11,13,2.50,0.50,0.10,0.90,1.36,13.18,0.84,1.69,1.18,7.85,0.09,-6.16,36.40
12,13,2.50,0.50,0.10,0.90,1.77,13.13,0.92,1.69,1.08,8.33,0.11,-6.63,37.71
13,13,2.50,0.50,0.10,0.90,2.18,13.09,1.00,1.69,1.00,8.78,0.14,-7.08,38.67
14,13,2.50,0.50,0.10,0.90,2.59,13.04,1.07,1.69,0.92,9.21,0.16,-7.51,39.29
15,13,2.50,0.50,0.10,0.90,3.00,13.00,1.15,1.69,0.86,9.61,0.18,-7.91,39.60
16,13,2.50,0.50,0.10,0.90,3.40,12.95,1.23,1.69,0.81,10.00,0.20,-8.30,39.68
17,13,2.50,0.50,0.10,0.90,3.81,12.90,1.30,1.69,0.76,10.36,0.22,-8.67,39.40
18,13,2.50,0.50,0.10,0.90,4.22,12.86,1.38,1.69,0.72,10.71,0.24,-9.01,38.96
19,13,2.50,0.50,0.10,0.90,4.63,12.81,1.46,1.69,0.68,11.04,0.26,-9.35,38.24
20,13,2.50,0.50,0.10,0.90,5.04,12.77,1.53,1.69,0.65,11.36,0.28,-9.66,37.37
11,14,2.50,0.50,0.10,0.90,1.13,14.31,0.78,1.70,1.27,7.85,0.07,-6.15,40.52
12,14,2.50,0.50,0.10,0.90,1.54,14.27,0.85,1.70,1.16,8.33,0.09,-6.63,42.19
13,14,2.50,0.50,0.10,0.90,1.95,14.22,0.92,1.70,1.07,8.78,0.12,-7.08,43.43
14,14,2.50,0.50,0.10,0.90,2.36,14.18,1.00,1.70,1.00,9.21,0.14,-7.50,44.38
15,14,2.50,0.50,0.10,0.90,2.77,14.13,1.07,1.70,0.93,9.61,0.16,-7.91,44.92
16,14,2.50,0.50,0.10,0.90,3.18,14.09,1.14,1.70,0.87,10.00,0.18,-8.29,45.27
17,14,2.50,0.50,0.10,0.90,3.59,14.04,1.21,1.70,0.82,10.36,0.20,-8.66,45.24
18,14,2.50,0.50,0.10,0.90,4.00,14.00,1.28,1.70,0.77,10.71,0.22,-9.01,45.05
19,14,2.50,0.50,0.10,0.90,4.40,13.95,1.35,1.70,0.73,11.04,0.23,-9.34,44.59
20,14,2.50,0.50,0.10,0.90,4.81,13.90,1.42,1.70,0.70,11.36,0.25,-9.66,43.90
12,15,2.50,0.50,0.10,0.90,1.31,15.40,0.80,1.70,1.25,8.33,0.07,-6.62,46.70
13,15,2.50,0.50,0.10,0.90,1.72,15.36,0.86,1.70,1.15,8.78,0.10,-7.07,48.28
14,15,2.50,0.50,0.10,0.90,2.13,15.31,0.93,1.70,1.07,9.21,0.12,-7.50,49.49
15,15,2.50,0.50,0.10,0.90,2.54,15.27,1.00,1.70,1.00,9.61,0.14,-7.90,50.34
16,15,2.50,0.50,0.10,0.90,2.95,15.22,1.06,1.70,0.93,10.00,0.16,-8.29,50.92
17,15,2.50,0.50,0.10,0.90,3.36,15.18,1.13,1.70,0.88,10.36,0.18,-8.65,51.18
18,15,2.50,0.50,0.10,0.90,3.77,15.13,1.20,1.70,0.83,10.71,0.19,-9.00,51.17
19,15,2.50,0.50,0.10,0.90,4.18,15.09,1.26,1.70,0.78,11.04,0.21,-9.33,50.94
20,15,2.50,0.50,0.10,0.90,4.59,15.04,1.33,1.70,0.75,11.36,0.23,-9.65,50.47
12,16,2.50,0.50,0.10,0.90,1.09,16.54,0.75,1.71,1.33,8.33,0.06,-6.61,51.13
13,16,2.50,0.50,0.10,0.90,1.50,16.50,0.81,1.71,1.23,8.78,0.08,-7.06,53.02
14,16,2.50,0.50,0.10,0.90,1.90,16.45,0.87,1.71,1.14,9.21,0.10,-7.49,54.56
15,16,2.50,0.50,0.10,0.90,2.31,16.40,0.93,1.71,1.06,9.61,0.12,-7.90,55.65
16,16,2.50,0.50,0.10,0.90,2.72,16.36,1.00,1.71,1.00,10.00,0.14,-8.28,56.53
17,16,2.50,0.50,0.10,0.90,3.13,16.31,1.06,1.71,0.94,10.36,0.16,-8.65,57.00
18,16,2.50,0.50,0.10,0.90,3.54,16.27,1.12,1.71,0.88,10.71,0.17,-9.00,57.28
19,16,2.50,0.50,0.10,0.90,3.95,16.22,1.18,1.71,0.84,11.04,0.19,-9.33,57.23
20,16,2.50,0.50,0.10,0.90,4.36,16.18,1.25,1.71,0.80,11.36,0.21,-9.64,57.03
13,17,2.50,0.50,0.10,0.90,1.27,17.63,0.76,1.71,1.30,8.78,0.06,-7.06,57.83
14,17,2.50,0.50,0.10,0.90,1.68,17.59,0.82,1.71,1.21,9.21,0.08,-7.49,59.66
15,17,2.50,0.50,0.10,0.90,2.09,17.54,0.88,1.71,1.13,9.61,0.10,-7.89,61.02
16,17,2.50,0.50,0.10,0.90,2.50,17.50,0.94,1.71,1.06,10.00,0.12,-8.28,62.17
17,17,2.50,0.50,0.10,0.90,2.90,17.45,1.00,1.71,1.00,10.36,0.14,-8.64,62.92
18,17,2.50,0.50,0.10,0.90,3.31,17.40,1.05,1.71,0.94,10.71,0.15,-8.99,63.40
19,17,2.50,0.50,0.10,0.90,3.72,17.36,1.11,1.71,0.89,11.04,0.17,-9.32,63.63
20,17,2.50,0.50,0.10,0.90,4.13,17.31,1.17,1.71,0.85,11.36,0.19,-9.64,63.59
13,18,2.50,0.50,0.10,0.90,1.04,18.77,0.72,1.72,1.38,8.78,0.05,-7.06,62.58
14,18,2.50,0.50,0.10,0.90,1.45,18.72,0.77,1.72,1.28,9.21,0.07,-7.48,64.67
15,18,2.50,0.50,0.10,0.90,1.86,18.68,0.83,1.72,1.20,9.61,0.09,-7.89,66.35
16,18,2.50,0.50,0.10,0.90,2.27,18.63,0.88,1.72,1.12,10.00,0.10,-8.27,67.73
17,18,2.50,0.50,0.10,0.90,2.68,18.59,0.94,1.72,1.05,10.36,0.12,-8.64,68.73
18,18,2.50,0.50,0.10,0.90,3.09,18.54,1.00,1.72,1.00,10.71,0.14,-8.99,69.44
19,18,2.50,0.50,0.10,0.90,3.50,18.50,1.05,1.72,0.94,11.04,0.15,-9.32,69.90
20,18,2.50,0.50,0.10,0.90,3.90,18.45,1.11,1.72,0.90,11.36,0.17,-9.64,70.13
14,19,2.50,0.50,0.10,0.90,1.22,19.86,0.73,1.72,1.35,9.21,0.05,-7.48,69.80
15,19,2.50,0.50,0.10,0.90,1.63,19.81,0.78,1.72,1.26,9.61,0.07,-7.88,71.72
16,19,2.50,0.50,0.10,0.90,2.04,19.77,0.84,1.72,1.18,10.00,0.09,-8.27,73.40
17,19,2.50,0.50,0.10,0.90,2.45,19.72,0.89,1.72,1.11,10.36,0.11,-8.63,74.60
18,19,2.50,0.50,0.10,0.90,2.86,19.68,0.94,1.72,1.05,10.71,0.12,-8.98,75.60
19,19,2.50,0.50,0.10,0.90,3.27,19.63,1.00,1.72,1.00,11.04,0.14,-9.31,76.23
20,19,2.50,0.50,0.10,0.90,3.68,19.59,1.05,1.72,0.95,11.36,0.15,-9.63,76.68
14,20,2.50,0.50,0.10,0.90,1.00,21.00,0.70,1.73,1.42,9.21,0.04,-7.47,74.80
15,20,2.50,0.50,0.10,0.90,1.40,20.95,0.75,1.73,1.33,9.61,0.06,-7.88,77.02
16,20,2.50,0.50,0.10,0.90,1.81,20.90,0.80,1.73,1.25,10.00,0.07,-8.26,78.93
17,20,2.50,0.50,0.10,0.90,2.22,20.86,0.85,1.73,1.17,10.36,0.09,-8.63,80.43
18,20,2.50,0.50,0.10,0.90,2.63,20.81,0.90,1.73,1.11,10.71,0.11,-8.98,81.62
19,20,2.50,0.50,0.10,0.90,3.04,20.77,0.95,1.73,1.05,11.04,0.12,-9.31,82.53
20,20,2.50,0.50,0.10,0.90,3.45,20.72,1.00,1.73,1.00,11.36,0.14,-9.63,83.15
11,11,3.00,0.50,0.10,0.90,1.50,10.94,1.00,1.67,1.00,8.25,0.12,-6.57,31.05
12,11,3.00,0.50,0.10,0.90,1.84,10.90,1.09,1.67,0.91,8.78,0.14,-7.10,32.20
13,11,3.00,0.50,0.10,0.90,2.18,10.86,1.18,1.67,0.84,9.28,0.16,-7.60,33.02
14,11,3.00,0.50,0.10,0.90,2.52,10.83,1.27,1.67,0.78,9.76,0.18,-8.08,33.61
15,11,3.00,0.50,0.10,0.90,2.86,10.79,1.36,1.67,0.73,10.22,0.20,-8.54,33.90
16,11,3.00,0.50,0.10,0.90,3.20,10.75,1.45,1.67,0.68,10.66,0.22,-8.98,33.93
17,11,3.00,0.50,0.10,0.90,3.54,10.71,1.54,1.67,0.64,11.08,0.24,-9.40,33.73
18,11,3.00,0.50,0.10,0.90,3.88,10.67,1.63,1.67,0.61,11.48,0.26,-9.81,33.30
19,11,3.00,0.50,0.10,0.90,4.22,10.64,1.72,1.67,0.57,11.87,0.28,-10.19,32.74
20,11,3.00,0.50,0.10,0.90,4.56,10.60,1.81,1.67,0.55,12.24,0.30,-10.56,31.92
11,12,3.00,0.50,0.10,0.90,1.32,12.07,0.91,1.68,1.09,8.25,0.09,-6.56,35.31
12,12,3.00,0.50,0.10,0.90,1.66,12.03,1.00,1.68,1.00,8.78,0.12,-7.09,36.81
13,12,3.00,0.50,0.10,0.90,2.00,12.00,1.08,1.68,0.92,9.28,0.14,-7.59,38.00
14,12,3.00,0.50,0.10,0.90,2.33,11.96,1.16,1.68,0.85,9.76,0.16,-8.07,38.90
15,12,3.00,0.50,0.10,0.90,2.67,11.92,1.25,1.68,0.80,10.22,0.18,-8.53,39.49
16,12,3.00,0.50,0.10,0.90,3.01,11.88,1.33,1.68,0.75,10.66,0.20,-8.97,39.82
17,12,3.00,0.50,0.10,0.90,3.35,11.84,1.41,1.68,0.70,11.08,0.22,-9.39,39.90
18,12,3.00,0.50,0.10,0.90,3.69,11.81,1.50,1.68,0.66,11.48,0.23,-9.80,39.78
19,12,3.00,0.50,0.10,0.90,4.03,11.77,1.58,1.68,0.63,11.87,0.25,-10.18,39.43
20,12,3.00,0.50,0.10,0.90,4.37,11.73,1.66,1.68,0.60,12.24,0.27,-10.55,38.86
11,13,3.00,0.50,0.10,0.90,1.13,13.20,0.84,1.69,1.18,8.25,0.07,-6.55,39.58
12,13,3.00,0.50,0.10,0.90,1.47,13.16,0.92,1.69,1.08,8.78,0.10,-7.08,41.44
13,13,3.00,0.50,0.10,0.90,1.81,13.13,1.00,1.69,1.00,9.28,0.12,-7.59,42.95
14,13,3.00,0.50,0.10,0.90,2.15,13.09,1.07,1.69,0.92,9.76,0.14,-8.07,44.14
15,13,3.00,0.50,0.10,0.90,2.49,13.05,1.15,1.69,0.86,10.22,0.16,-8.53,45.03
16,13,3.00,0.50,0.10,0.90,2.83,13.01,1.23,1.69,0.81,10.66,0.17,-8.97,45.65
17,13,3.00,0.50,0.10,0.90,3.16,12.98,1.30,1.69,0.76,11.08,0.19,-9.39,46.10
18,13,3.00,0.50,0.10,0.90,3.50,12.94,1.38,1.69,0.72,11.48,0.21,-9.79,46.20
19,13,3.00,0.50,0.10,0.90,3.84,12.90,1.46,1.69,0.68,11.87,0.22,-10.17,46.11
20,13,3.00,0.50,0.10,0.90,4.18,12.86,1.53,1.69,0.65,12.24,0.24,-10.54,45.78
12,14,3.00,0.50,0.10,0.90,1.28,14.30,0.85,1.70,1.16,8.78,0.08,-7.07,46.09
13,14,3.00,0.50,0.10,0.90,1.62,14.26,0.92,1.70,1.07,9.28,0.10,-7.58,47.90
14,14,3.00,0.50,0.10,0.90,1.96,14.22,1.00,1.70,1.00,9.76,0.12,-8.06,49.40
15,14,3.00,0.50,0.10,0.90,2.30,14.18,1.07,1.70,0.93,10.22,0.13,-8.52,50.60
16,14,3.00,0.50,0.10,0.90,2.64,14.15,1.14,1.70,0.87,10.66,0.15,-8.96,51.56
17,14,3.00,0.50,0.10,0.90,2.98,14.11,1.21,1.70,0.82,11.08,0.17,-9.38,52.19
18,14,3.00,0.50,0.10,0.90,3.32,14.07,1.28,1.70,0.77,11.48,0.19,-9.78,52.56
19,14,3.00,0.50,0.10,0.90,3.66,14.03,1.35,1.70,0.73,11.87,0.20,-10.17,52.73
20,14,3.00,0.50,0.10,0.90,4.00,14.00,1.42,1.70,0.70,12.24,0.22,-10.54,52.70
12,15,3.00,0.50,0.10,0.90,1.09,15.43,0.80,1.70,1.25,8.78,0.06,-7.07,50.76
13,15,3.00,0.50,0.10,0.90,1.43,15.39,0.86,1.70,1.15,9.28,0.08,-7.57,52.90
14,15,3.00,0.50,0.10,0.90,1.77,15.35,0.93,1.70,1.07,9.76,0.10,-8.05,54.72
15,15,3.00,0.50,0.10,0.90,2.11,15.32,1.00,1.70,1.00,10.22,0.12,-8.51,56.27
